KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
BARB_fascist;The Party of the Dux;Le Parti du Dux;Die Partei des Duxen;Partia Dux;La fiesta del Dux;Partito dei Duci;A Dux pártja;Strana Dux;A Dux pártja;De partij van de Dux;O Partido do Dux;Ïàğòèÿ Äóêñà;Duxin puolue;x
BARB_liberal;The Party of Belisarius;Le Parti de Bélisaire;Die Partei von Belisarius;Partia Belizariusza;La fiesta de Belisario;Partito di Belisario;Belisarius pártja;Strana Belisarius;Belisarius pártja;De partij van Belisarius;O Partido de Belisário;Ïàğòèÿ Âåëèçàğèÿ;Belisariuksen puolue;x
BARB_liberal_2;The Party of Totila;Le Parti de Totila;Die Partei von Totila;Partia Totila;La fiesta de Totila;Partito di Totila;A Totila pártja;Strana Totila;A Totila pártja;De partij van Totila;O Partido de Totila;Ïàğòèÿ Òîòèëà;Totilan puolue;x
BARB_liberal_3;The Party of Karl;Le Parti de Charles;Die Partei von Karl;Partia Karola;La fiesta de Karl;Partito di Carlo;Karl pártja;Strana Karla;Karl pártja;De partij van Karl;O Partido de Karl;Ïàğòèÿ Êàğëà;Karlin puolue;x
BARB_reactionary;Old Customs’ Faction;Les Anciennes Mœurs;Fraktion der alten Sitten;Stara Frakcja Celna;Facción de Old Customs;Fazione dei Costumi Antichi;Régi Vámok Frakciója;Fráze starıch celníkù;Régi Vámok Frakciója;De factie van de oude douane;Faculdade de Alfândega antiga;Ñòàğàÿ òàìîæåííàÿ ôğàêöèÿ;Vanhan tullin fraktio;x
BARB_socialist;The Red Horde;La Horde Rouge;Die Rote Horde;Czerwona Horda;La Horda Roja;L'Orda Rossa;A Vörös Horda;Èervená horda;A Vörös Horda;De rode horde;A Horda Vermelha;Êğàñíàÿ Îğäà;Punainen Horde;x
BARB_socialist_2;The Red Senate;Le Sénat Rouge;Der Rote Senat;Czerwony Senat;El Senado rojo;Il Senato Rosso;A Vörös Szenátus;Èervenı senát;A Vörös Szenátus;De rode senaat;O Senado Vermelho;Êğàñíûé Ñåíàò;Punainen senaatti;x
BARB_socialist_3;The Red Faction;La Faction Rouge;Die Rote Fraktion;Czerwona frakcja;La facción roja;La Fazione Rossa;A Red Faction;Èervená frakce;A Red Faction;De rode factie;The Red Faction;Êğàñíàÿ ôğàêöèÿ;Red Faction;x
BBD;Barbados;La Barbade;Barbados;Barbados;Barbados;Barbados;Barbados;Barbados;Barbados;Barbados;Barbados;Áàğáàäîñ;Barbados;x
BBD_ADJ;Barbadian;Barbadien;Barbadisch;Barbadia;Barbadense;Barbadiana;barbadosi;Barbadskı;barbadosi;Barbadaans;Barbadense;Áàğáàäîññê.;Barbadoksen;x
BEN;Benin;Bénin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;Benin;Áåíèí;Benin;x
BEN_ADJ;Benin;Béninois;Beninisch;Benin;Benin;Beninese;Benin;Benin;Benin;Benin;Benin;Áåíèí;Benin;x
BER;Beroda;Béroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Beroda;Áåğîäà;Beroda;x
BER_ADJ;Berodan;Bérodien;Beroda-;Berodan;Berodan;Berodana;Berodan;Berodan;Berodan;Berodan;Berodan;Áåğîäàí;Berodan;x
BGL;Bagelkhand;Bagelkhand;Baghelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Bagelkhand;Áàãåëêõàíä;Bagelkhand;x
BGL_ADJ;Bagelkhandi;du Bagelkhand;Baghelkhand-;Bagelkhandi;Bagelkhandi;del Bagelkhand;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Bagelkhandi;Áàãåëêõàíäè;Bagelkhandi;x
BHM;the Bahamas;les Bahamas;die Bahamas;Bahamy;las Bahamas;Le Bahamas;a Bahamák;Bahamy;a Bahamák;de Bahamas;as Bahamas;Áàãàìñêèå;Bahama-saaret;x
BHM_ADJ;Bahaman;Bahamien;Bahamaisch;Bahaman;Bahaman;Bahamense;Bahaman;Bahaman;Bahaman;Bahaman;Bahaman;Áàõàìàí;Bahaman;x
BHR;Bahrain;Bahreïn;Bahrain;Bahrajn;Bahrein;Bahrein;Bahrein;Bahrajnu;Bahrein;Bahrein;Bahrain;Áàõğåéí;Bahrain;x
BHR_ADJ;Bahraini;Bahreïnien;Bahrainisch;Bahrajn;Bahrein;Bahreinese;bahreini;Bahrajnu;bahreini;Bahreinse;Bahrein;Áàõğåéíñê.;Bahrainin;x
BIA;Biafra;Biafra;Biafra;Biafra;Biafra;Biafra;Biafra;Biafra;Biafra;Biafra;Biafra;Áèàôğà;Biafra;x
BIA_ADJ;Biafran;du Biafra;Biafra-;Biafran;Biafran;del Biafra;Biafran;Biafran;Biafran;Biafra;Biafrense;Áèàôğû;Biafran;x
BIH;Bihar;Bihar;Bihar;Bihar;Bihar;Bihar;Bihar;Bihar;Bihar;Bihar;Bihar;Áèõàğ;Biharin;x
BIH_ADJ;Bihari;du Bihar;Bihar-;Bihari;Bihari;del Bihar;Bihari;Bihari;Bihari;Bihari;Bihari;Áèõàğè;bihari;x
BIJ;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Bijapur;Áèÿïóğ;Bijapur;x
BIJ_ADJ;Bijapuri;de Bijapur;Bijapur-;Bijapuri;Bijapuri;del Bijapur;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Bijapuri;Áèÿïóğè;Bijapuri;x
BIM;Bima;Bima;Bima;Bima;Bima;Bima;Bima;Bima;Bima;Bima;Bima;Áèìà;Bima;x
BIM_ADJ;Biman;de Bima;Bima-;Biman;Biman;di Bima;Biman;Biman;Biman;Biman;Biman;Áèìñê.;Biman;x
BKF;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Burkina Faso;Áóğêèíà-Ôàñî;Burkina Faso;x
BKF_ADJ;Burkinabé;Burkinabé;Burkinisch;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burkinabé;Burquinabé;Áóğêèíàáı;Burkinabé;x
BKV;Bukovina;Bucovine;Bukowina;Bukowina;Bukovina;Bucovina;Bukovina;Bukovina;Bukovina;Bukovina;Bukovina;Áóêîâèíà;Bukovina;x
BKV_ADJ;Bukovinian;Bucovinais;Buchenländer;Bukovinian;Bukovinian;Bucoviniana;bukovinai;Bukovinian;bukovinai;Bukovinian;Bukoviniano;Áóêîâèíñê.;Bukovinian;x
BLA;Blackfoot;Pieds-Noirs;Schwarzfuß;Blackfoot;Blackfoot;Piedi-Neri;Blackfoot;Blackfoot;Blackfoot;Blackfoot;Blackfoot;×åğíîíîã.;Blackfoot;x
BLA_ADJ;Blackfoot;des Pieds-Noirs;Schwarzfuß-;Blackfoot;Blackfoot;dei Piedi-Neri;Blackfoot;Blackfoot;Blackfoot;Blackfoot;Blackfoot;×åğíîíîã.;Blackfoot;x
BLC;Baluchistan;Baloutchistan;Belutschistan;Beludzystan;Baluchistán;Belucistan;Beludzsisztán;Baluchistan;Beludzsisztán;Baluchistan;Baluchistão;Áåëóäæèñòàí;Baluchistan;x
BLC_ADJ;Baluchi;Baloutchi;Belutschisch;Baluchi;Baluchi;Belucia;Baluchi;balúcština;Baluchi;Baluchi;Baluchi;Áåëóäæåé;belutši;x
BLM;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Blambagan;Áëàìáàãàí;Blambagan;x
BLM_ADJ;Blambagani;Blambaganais;Blambagan-;Blambagani;Blambagani;del Blambagan;Blambagani;Blambagani;Blambagani;Blambagani;Blambagani;Áëàìáàãàíè;Blambagani;x
BLZ;Belize;Bélize;Belize;Belize;Belice;Belize;Belize;Belize;Belize;Belize;Belize;Áåëèç;Belize;x
BLZ_ADJ;Belizean;Bélizien;Belizisch;Belizean;Beliceño;Beliziana;Belizean;Belizean;Belizean;Belizean;Belize;Áåëèçà;Belizean;x
BMK;Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;Áàìàêî;Bamako;x
BMK_ADJ;Bamako;de Bamako;Bamako-;Bamako;Bamako;di Bamako;Bamako;Bamako;Bamako;Bamako;Bamako;Áàìàêñê.;Bamako;x
BNG;Bengal;Bengale;Bengalen;bengalski;Bengala;Bengala;Bengália;Bengálsko;Bengália;Bengalen;Bengala;Áåíãàëèÿ;Bengali;x
BNG_ADJ;Bengalese;Bengalais;Bengalisch;Bengalese;Bengalesa;Bengalesee;Bengalese;Bengalese;Bengalese;Bengalese;Bengalesa;Áåíãàëüñê.;Bengalese;x
BNT;Banten;Banten;Bantam;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Banten;Áàíòåí;Banten;x
BNT_ADJ;Banten;Bantenais;Bantam-;Banten;Banten;di Banten;Banten;Banten;Banten;Banten;Banten;Áàíòåí;Banten;x
BNY;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Áóíåğî;Bunyoro;x
BNY_ADJ;Bunyoro;du Bunyoro;Bunyoro-;Bunyoro;Bunyoro;di Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Bunyoro;Áóíåğî;Bunyoro;x
BOU;Bourbonnais;Bourbonnais;Bourbonnais;Burbonia;Bourbonnais;Borbonese;Bourbonnais;Bourbonnais;Bourbonnais;Bourbonnais;Bourbonnais;Áîóğáîííàèñ;Bourbonnais;x
BOU_ADJ;Bourbonnais;Bourbonnais;Bourbonnais-;Burbonia;Bourbonnais;Borbonese;Bourbonnais;Bourbonnais;Bourbonnais;Bourbonnais;Bourbonnais;Áîóğáîííàèñ;Bourbonnais;x
BRB;Brabant;Brabant;Brabant;Brabant;Brabant;Brabante;Brabant;Brabant;Brabant;Brabant;Brabante;Áğàáàíò;brabant;x
BRB_ADJ;Brabantian;Brabantien;Brabanter;Brabantian;Brabante;Brabantina;Brabantian;Brabantian;Brabantian;Brabantse;Brabante;Áğàáàíòèàí;Brabantian;x
BRD;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Burundi;Boeroendi;Burundi;Áóğóíäè;Burundi;x
BRD_ADJ;Burundi;Burundais;Burundisch;Burundi;Burundi;Burundese;Burundi;Burundi;Burundi;Boeroendi;Burundi;Áóğóíäè;Burundi;x
BRG;Burgundy;Bourgogne;Burgund;Burgundia;borgoña;Borgogna;Burgundia;burgundské;Burgundia;Bourgogne;Borgonha;Áóğãóíäèÿ;Bourgogne;x
BRG_ADJ;Burgundian;Bourguignon;Burgundisch;burgundzkich;Borgoñón;Borgognona;burgundi;Burgundskı;burgundi;Bourgondisch;Burgundiano;Áóğãóíäñê.;Burgundin;x
BRN;Brandenburg;Brandebourg;Brandenburg;Brandenburgia;Brandenburgo;Brandenburgo;Brandenburg;Brandenburg;Brandenburg;Brandenburg;Brandemburgo;Áğàíäåíáóğã;Brandenburg;x
BRN_ADJ;Brandenburger;Brandebourgeois;Brandenburger;Brandenburger;Brandenburger;Brandenburghese;Brandenburger;Brandenburger;Brandenburger;Brandenburger;Brandenburger;Áğàíäåíáóğãñêèå;Brandenburger;x
BRR;Berar;Bérar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Berar;Áåğàğ;Berar;x
BRR_ADJ;Berar;du Bérar;Berar-;Berar;Berar;del Berar;Berar;Berar;Berar;Berar;Berar;Áåğàğ;Berar;x
BRT;Brittany;Bretagne;Bretagne;Bretania;Bretaña;Bretagna;Brittany;Brittany;Brittany;Bretagne;Bretanha;Áğåòàíü;Bretagne;x
BRT_ADJ;Breton;Breton;Bretonisch;Breton;Breton;Bretone;breton;Breton;breton;Breton;Bretão;Áğåòîíñê.;Breton;x
BRY;Berry;Berry;Berry;Jagoda;Baya;Berry;Bogyó;Bobule;Bogyó;Berry;baga;ÿãîäà;Marja;x
BRY_ADJ;Berrian;Berrichon;Berry-;Berrian;Berrian;del Berry;Berrian;Berrian;Berrian;Berrian;Berrian;Áåğğèàí;Berrian;x
BSG;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Áàñîãà;Basoga;x
BSG_ADJ;Basoga;de Basoga;Basoga-;Basoga;Basoga;di Basoga;Basoga;Basoga;Basoga;Basoga;Basoga;Áàñîãà;Basoga;x
BSH;Lesotho;Lésotho;Lesotho;Lesotho;Lesoto;Lesotho;Lesotho;Lesotho;Lesotho;Lesotho;Lesoto;Ëåñîòî;lesotho;x
BSH_ADJ;Lesothoan;Lésothien;Lesothisch;Lesothoan;Lesothoan;Lesothiana;Lesothoan;Lesothoan;Lesothoan;Lesothoan;Lesoto;Ëåñîòñê.;Lesothoan;x
BSQ;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;Euskadi;Åâñêàäè;Euskadi;x
BSQ_ADJ;Basque;Basque;Baskisch;baskijski;vasco;Basca;baszk;Baskiètina;baszk;baskisch;Basco;áàñêñê.;baski;x
BTS;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Áåòñèìèñàğàêà;Betsimisaraka;x
BTS_ADJ;Betsimisaraka;de Betsimisaraka;Betsimisaraka-;Betsimisaraka;Betsimisaraka;di Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Betsimisaraka;Áåòñèìèñàğàêà;Betsimisaraka;x
BUE;Buenos Aires;Buénos-Aïres;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Áóıíîñ Àéğåñ;Buenos Aires;x
BUE_ADJ;Buenos Aires;Bonairien;Buenos Aires-;Buenos Aires;Buenos Aires;di Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Buenos Aires;Áóıíîñ-àéğåñ;Buenos Aires;x
BUG;Buganda;Bouganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Buganda;Áóãàíäà;Buganda;x
BUG_ADJ;Bugandan;Bougandais;Bugandisch;Bugandan;Bugandán;Bugandese;Bugandan;Bugandan;Bugandan;Buganda;Bugandã;Áóãàíäàí;Bugandan;x
BUK_presidential_dictatorship;Uzbekistan;Ouzbékistan;Usbekistan;Uzbekistan;Uzbekistán;Usbechistan;Üzbegisztán;Uzbekistán;Üzbegisztán;Oezbekistan;Uzbequistão;Óçáåêèñòàí;Uzbekistan;x
BUK_presidential_dictatorship_ADJ;Uzbek;Ouzbek;Usbekisch;uzbecki;Uzbekistán;Usbeca;üzbég;Uzbekistán;üzbég;Oezbeeks;Uzbeque;óçáåê;uzbekki;x
BUK_proletarian_dictatorship;SSR Uzbekistan;RSS Ouzbékistan;SSR Usbekistan;SSR Uzbekistan;SSR Uzbekistán;RSS Usbeca;SSR Üzbegisztán;SSR Uzbekistán;SSR Üzbegisztán;SSR Oezbekistan;SSR Usbequistão;ÑÑĞ Óçâåêèñòàí;SSR Uzbekistan;x
BUK_proletarian_dictatorship_ADJ;Uzbek;Ouzbek;Usbekisch;uzbecki;Uzbekistán;Usbeca;üzbég;Uzbekistán;üzbég;Oezbeeks;Uzbeque;óçáåê;uzbekki;x
CAD;Caddo;Caddos;Caddo;Caddo;Caddo;Caddo;caddo;Caddo;caddo;Caddo;Caddo;Êàääî;caddo;x
CAD_ADJ;Caddo;des Caddos;Caddo-;Caddo;Caddo;di Caddo;caddo;Caddo;caddo;Caddo;Caddo;Êàääî;caddo;x
CAR;Equatorial Africa;Afrique Équatoriale;Äquatoriales Afrika;Afryka Równikowa;África Ecuatorial;Africa Equatoriale;Egyenlítoi Afrika;Rovníková Afrika;Egyenlítoi Afrika;Equatoriaal Afrika;África equatorial;İêâàòîğèàëüíàÿ Àôğèêà;Päiväntasaajan Afrikka;x
CAR_ADJ;Equatorial;Équatorial;Äquatorial;Równikowy;Ecuatorial;Equatoriale;Egyenlítoi;Rovníkovı;Egyenlítoi;Equatoriaal;Equatorial;İêâàòîğèàëüí.;Päiväntasaajan;x
CAS;Cascadia;Cascadie;Kaskadien;Cascadia;Cascadia;Cascadia;Cascadia;Cascadia;Cascadia;Cascadia;Cascadia;Êàñêàäèÿ;Cascadia;x
CAS_ADJ;Cascadian;Cascadien;Kaskadisch;Cascadian;Cascadian;Cascadiese;Cascadian;Cascadian;Cascadian;Cascadian;Cascado;Êàñêàäñê.;Cascadian;x
CCW;Choctaw;Tchactas;Choctaw;choctaw;Choctaw;Choctaw;csoktó;Choctaw;csoktó;Choctaw;Choctaw;×îöòàâ;Choctaw;x
CCW_ADJ;Choctaw;des Tchactas;Choctaw;choctaw;Choctaw;di Choctaw;csoktó;Choctaw;csoktó;Choctaw;Choctaw;×îöòàâ;Choctaw;x
CEG;Egypt;Égypte;Ägypten;Egipt;Egipto;Egitto;Egyiptom;Egypt;Egyiptom;Egypte;Egito;Åãèïåò;Egypti;x
CEG_ADJ;Egyptian;Égyptien;Ägyptisch;Egipcjanin;egipcio;Egiziana;egyiptomi;Egyptskı;egyiptomi;Egyptische;egípcio;åãèïòÿíèí;egyptiläinen;x
CEQ;Equador Confederation;Équateur Confédération;Equador-Konföderation;Konfederacja Equador;Confederación Equador;Confederazione dell'Equatore;Ecuador Konföderáció;Konfederace Ekvádoru;Ecuador Konföderáció;Equador Confederation;Confederação do Equador;Êîíôåäåğàöèÿ İêâàäîğà;Euradionin konfederaatio;x
CEQ_ADJ;Equadorian;Équatorien;Equadorisch;Equadorian;Ecuatoriano;Equatoriana;Equadorian;Ekvádorskı;Equadorian;Equadorian;Equatoriano;İêâàäîğÿíñê.;Equadorian;x
CGO;Congo-Brazzaville;Congo-Brazzaville;Kongo-Brazzaville;Kongo-Brazzaville;Congo-Brazzaville;Congo-Brazzaville;Kongói Brazzaville;Kongo-Brazzaville;Kongói Brazzaville;Congo-Brazzaville;Congo-Brazzaville;Êîíãî-Áğàççàâèëü;Kongon;x
CGO_ADJ;Congolese;Congolais;Kongolesisch;Kongijczycy;Congoleño;Congolese;kongói;Konští;kongói;Congolees;Congoleses;êîíãîëåçñê.;Kongon;x
CGO_bourgeois_dictatorship;the Republic of Congo;République du Congo;Die Republik Kongo;Republika Konga;la República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;a República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CGO_democracy;the Republic of Congo;République du Congo;Die Republik Kongo;Republika Konga;la República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;a República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CGO_fascist_dictatorship;the Republic of Congo;République du Congo;Die Republik Kongo;Republika Konga;la República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;a República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CGO_presidential_dictatorship;the Republic of Congo;République du Congo;Die Republik Kongo;Republika Konga;la República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;a República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CGO_proletarian_dictatorship;the Republic of Congo;République du Congo;Die Republik Kongo;Republika Konga;la República del Congo;Repubblica del Congo;a Kongói Köztársaság;Konskou republikou;a Kongói Köztársaság;de Republiek Congo;a República do Congo;Ğåñïóáëèêà Êîíãî;Kongon tasavalta;x
CHA;Champa;Tchampa;Champa;Champa;Champa;Champa;Champa;Champa;Champa;Champa;Champa;×àìïà;Champa;x
CHA_ADJ;Champan;du Tchampa;Champa-;Champan;Champan;dei Champa;Champan;Champan;Champan;Champan;Champan;×àìïàí;Champan;x
CHD;Chad;Tchad;Der Tschad;Chad;Chad;Ciad;Csád;Chad;Csád;Tsjaad;Chade;×àä;Chad;x
CHD_ADJ;Chadian;Tchadien;Tschadisch;Czadu;Chadiano;Ciadiana;csádi;Chadian;csádi;Tsjadische;Chadiano;×àäñê.;Tšadin;x
CHE;Cheyenne;Cheyennes;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;×åûåííå;Cheyenne;x
CHE_ADJ;Cheyenne;Cheyenne;Cheyenne-;Cheyenne;Cheyenne;dei Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;Cheyenne;×åûåííå;Cheyenne;x
CHG;The Chagatai Khanate;Le Khanat Djaghataï;Tschagatai-Khanat;Chanat Czagatajski;El Khanato Chagatai;Il Khanato Chagatai;A csagatáj Khanate;Chagatai Khanate;A csagatáj Khanate;de Chagatai Khanate;O Khanato de Chagatai;Õàãàòàéñêîå Õàíñòâî;Tšagatain kaanikunta;x
CHG_ADJ;Chagatai;Djaghataï;Tschagatai-;Chagatai;Chagatai;di Chagatai;csagatáj;Chagatai;csagatáj;Chagatai;Chagatai;×àãàòàéñê.;Chagatai;x
CHG_democracy;The Chagatai Republic;République de Djaghataï;Tschagatai-Republik;Republika Chagatai;La República Chagatai;La Repubblica di Chagatai;A csagatáj Köztársaság;Chagatai republika;A csagatáj Köztársaság;de Chagatai Republiek;A República Chagatai;Ğåñïóáëèêà ×àãàòàé;Chagatai tasavalta;x
CHG_proletarian_dictatorship;The Chagatai Proletariate;Prolétariat de Djaghataï;Tschagatai-Proletariat;Chagatai Proletariate;El Proletariado de Chagatai;Il Proletariato di Chagatai;A csagatáj proletariátus;Chagatai Proletariate;A csagatáj proletariátus;de Chagatai proletariaat;O Proletariado de Chagatai;Ïğîëåòàğèàò ×àãàòàé;Chagatai Proletariate;x
CHK;Champassak;Champassak;Champasak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;×àìïàññàê;Champassak;x
CHK_ADJ;Champassak;de Champassak;Champasak-;Champassak;Champassak;di Champassak;Champassak;Champassak;Champassak;Champassak;Champassak;×àìïàññàê;Champassak;x
CHM;Chimu;Chimu;Chimú;chimu;Chimú;Chimù;Chimu;Chimú;Chimu;Chimu;Chimu;×èìó;Chimu;x
CHM_ADJ;Chimu;de Chimu;Chimú-;chimu;Chimú;di Chimù;Chimu;Chimú;Chimu;Chimu;Chimu;×èìó;Chimu;x
CHN;Chickasaw;Chicachas;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;×èöêàñàâ;Chickasaw;x
CHN_ADJ;Chickasaw;Chicacha;Chickasaw-;Chickasaw;Chickasaw;di Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;×èöêàñàâ;Chickasaw;x
CHO;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;×îøó;Choshu;x
CHO_ADJ;Choshu;de Choshu;Choshu-;Choshu;Choshu;di Choshu;Choshu;Choshu;Choshu;Choshu;Choshu;×îøó;Choshu;x
CHP;Chiapas;Tchiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;×üÿïàñ;Chiapasin;x
CHP_ADJ;Chiapas;de Tchiapas;Chiapas-;Chiapas;Chiapas;Chiapaneca;Chiapas;Chiapas;Chiapas;Chiapas;Chiapas;×üÿïàñê.;Chiapasin;x
CHY;Chechnya;Tchétchénie;Tschetschenien;Czeczenia;Chechenia;Cecenia;Csecsenföld;Èeèensko;Csecsenföld;Tsjetsjenië;Chechênia;×å÷íÿ;Tšetšenia;x
CHY_ADJ;Chechen;Tchétchène;Tschetschenisch;Czeczeñski;Checheno;Cecena;csecsen;Èeèenci;csecsen;Tsjetsjeense;Checheno;÷å÷åíåö;Tšetšenian;x
CIR;Circassia;Circassie;Tscherkessien;Czerkiesja;Circasia;Circassia;Circassia;Circassia;Circassia;Circassia;Circassia;×åğêåñèş;Circassia;x
CIR_ADJ;Circassian;Circassien;Tscherkessisch;Czerkies;circasiano;Circasso;cserkesz;Cirkassian;cserkesz;Circassian;Circassiano;÷åğêåññê.;circassian;x
CKW;Chokwe;Tchokwés;Tschokwe;Chokwe;Chokwe;Chokwe;csokve;Chokwe;csokve;Chokwe;Chokwe;×îêâå;Chokwe;x
CKW_ADJ;Chokwe;Tchokwé;Tschokwe-;Chokwe;Chokwe;di Chokwe;csokve;Chokwe;csokve;Chokwe;Chokwe;×îêâå;Chokwe;x
CLA;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Calabar;Êàëàáàğ;Calabar;x
CLA_ADJ;Calabari;Calabarien;Calabar-;Calabari;Calabari;di Calabar;Calabari;Calabari;Calabari;Calabari;Calabari;Êàëàáàğñê.;Calabari;x
CLC;Cilicia;Cilicie;Kilikien;Cylicja;Cilicia;Cilicia;Ciliciából;Cilicia;Ciliciából;Cilicia;Cilícia;Êèëèêèÿ;Cilicia;x
CLC_ADJ;Cilician;Cilicien;Kilikisch;Cilician;Cilician;Cilicia;ciliciai;Cilician;ciliciai;Cilician;Cilício;Êèëèêèéñê.;Cilician;x
CMR;Cameroon;Cameroun;Kamerun;Kamerun;Camerún;Camerun;Kamerun;Kamerun;Kamerun;Kameroen;Camarões;Êàìåğóí;Kamerun;x
CMR_ADJ;Cameroonian;Camerounais;Kamerunisch;Kamerunczyk;Camerunés;Camerunese;kameruni;Kamerunu;kameruni;Kameroense;Camaronês;Êàìåğóíåö;Kamerunin;x
CND;Candar;Candar;Dschandar;Candar;Candar;Candar;Candar;Candar;Candar;Candar;Candar;×àíäàğ;Candar;x
CND_ADJ;Candarid;Candaride;Dschandarid;Candarid;Candarid;Candaride;Candarid;Candarid;Candarid;Candarid;Candarid;Öàíäàğèä;Candarid;x
CNN;Connacht;Connacht;Connacht;Connaught;Connacht;Connacht;Connacht;Connacht;Connacht;Connacht;Connacht;Öîííà÷ò;Connacht;x
CNN_ADJ;Connachtian;du Connacht;Connacht-;Connachtian;Connachtian;del Connacht;Connachtian;Connachtian;Connachtian;Connachtian;Connachtian;Öîííà÷òèàí;Connachtian;x
COM;Comanche;Comanches;Komantsche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Öîìàí÷å;Comanche;x
COM_ADJ;Comanche;Comanche;Komantsch;Comanche;Comanche;dei Comanche;Comanche;Comanche;Comanche;Comanche;Comanche;Öîìàí÷å;Comanche;x
COP;Coptia;Coptie;Koptien;Koptia;Coptia;Coptia;Koptia;Koptie;Koptia;Coptië;Cóptia;Êîïòèÿ;Koptia;x
COP_ADJ;Coptic;Copte;Koptisch;Koptyjski;Copto;Copta;Kopt;Koptské;Kopt;Coptisch;Cóptico;Êîïòñê.;Koptilainen;x
CPG;Champagne;Champagne;Champagner;Szampan;champán;Ciampagna;Pezsgo;Šampanské;Pezsgo;Champagne;Champanhe;Øàìïàíñê.;Samppanja;x
CPG_ADJ;Champagnan;Champenois;Champagne-;Szampagnan;Champagnan;Ciampana;Champagnan;Champagnan;Champagnan;Champagnan;Champagnan;×àìïàãíàí;Champagnan;x
