KEY;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;X
form_usa_title;The unanimous Declaration of the  United States of America;La Déclaration unanime des États-Unis d'Amérique;Die einstimmige Erklärung der Vereinigten Staaten von Amerika;Jednog³oœne oœwiadczenie Stanów Zjednoczonych Ameryki;La Declaración unánime de los Estados Unidos de América;La dichiarazione unanime degli Stati Uniti d'America;Az egyhangú nyilatkozata az Amerikai Egyesült Államok;Jednomyslné prohlášení Spojenıch státù americkıch;Az egyhangú nyilatkozata az Amerikai Egyesült Államok;De unanieme verklaring van de Verenigde Staten van Amerika;A Declaração unânime dos Estados Unidos da América;Åäèíàÿ Äåêëàğàöèÿ Ñîåäèíåííûõ Øòàòîâ Àìåğèêè;Yksimielinen julistus Yhdysvallat;x
form_usa_desc;When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another, and to assume among the powers of the earth, the separate and equal station to which the Laws of Nature and of Nature's God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes which impel them to the separation;Lorsqu'au cours des événements humains il devient nécessaire à un peuple de dissoudre les bandes politiques qui les relient à un autre, et d'assumer dans les puissances de la terre la station séparée et égale à laquelle les Lois de la Nature et de la Nature Dieu leur donne droit, un respect décent aux opinions de l'humanité exige qu'ils déclarent les causes qui les poussent à la séparation;Wenn es im Verlaufe der menschlichen Ereignisse notwendig wird, daß ein Volk die politischen Banden auflöst, die sie mit dem andern verbunden haben und unter den Mächten der Erde die getrennte und gleiche Station annehmen, denen die Gesetze der Natur und der Natur angehören Gott berechtigt sie, eine anständige Rücksicht auf die Meinungen der Menschheit erfordert, dass sie die Ursachen erklären, die sie zur Trennung treiben;Gdy w trakcie imprez cz³owieka, staje siê konieczne w odniesieniu do jednej osoby do rozpuszczenia zespo³y polityczne ³¹cz¹ce go z innym, i zaj¹³ wœród potêg ziemi, oddzielna i równe stacja, do której prawom natury i Natury Bóg ich uprawniaæ, godnej szacunku dla opinii ludzkoœci wymaga, ze aby og³aszali przyczyny, które popychaj¹ ich do rozdzielenia;Cuando en el curso de los acontecimientos humanos se hace necesario que un pueblo disuelva las bandas políticas que los conectan con otro y asuma entre las potencias de la tierra la estación separada e igual a la que las Leyes de la Naturaleza y de la Naturaleza Dios les da derecho, un respeto decente a las opiniones de la humanidad exige que declaren las causas que los impulsan a la separación;Quando nel corso degli eventi umani, si rende necessario per un popolo sciogliere i vincoli politici che lo hanno legato ad un altro, e di assumere tra le potenze della terra, la stazione separata e uguale a cui le Leggi della Natura e della natura Dio gli danno diritto, un conveniente riguardo alle opinioni dell'umanità richiede che quel popolo dichiari le cause che lo costringono a tale secessione;Amikor az emberi események sodrában szükségessé válik egy nép, hogy feloldódjon a politikai bandák, amelyek kapcsolódnak õket egymással, és hogy vállalja között hatáskörét a föld, a különálló és egyenrangú, amelyhez a Természet Törvényei és a Természet Isten jogosítja fel õket, egy tisztességes tekintetében a vélemények az emberiség megkívánja, hogy nyilatkoznia kell az okokat, amelyek arra ösztönözhetik õket, hogy a szétválasztás;Kdy se v prùbìhu lidskıch událostí stane nutností, aby jeden lid rozpustil politické kapely, které je spojily s druhım, a aby si mezi síly zemì, samostatnou a rovnou stanicí, na kterou jsou zákony pøírody a pøírody Bùh jim to opravòuje, dùstojná úcta k názorùm lidstva vyaduje, aby prohlásili pøíèiny, které je pøimìly k odlouèení;Amikor az emberi események sodrában szükségessé válik egy nép, hogy feloldódjon a politikai bandák, amelyek kapcsolódnak õket egymással, és hogy vállalja között hatáskörét a föld, a különálló és egyenrangú, amelyhez a Természet Törvényei és a Természet Isten jogosítja fel õket, egy tisztességes tekintetében a vélemények az emberiség megkívánja, hogy nyilatkoznia kell az okokat, amelyek arra ösztönözhetik õket, hogy a szétválasztás;Toen in de loop van de menselijke gebeurtenissen, wordt het noodzakelijk voor een mensen om de politieke banden die ze hebben verbonden met een ander op te lossen, en om aan te nemen onder de bevoegdheden van de aarde, de aparte en gelijkwaardige station waarop de wetten van de natuur en van Nature's God hen het recht, een fatsoenlijke betrekking tot de adviezen van de mens vereist dat ze de oorzaken die hen aanzetten om de scheiding te verklaren;Quando no Curso dos acontecimentos humanos, torna-se necessário que um povo dissolva as bandas políticas que as ligaram a outro, e assumir entre as potências da Terra a posição separada e igual à qual as Leis da Natureza e da Natureza Deus lhes dá direito, um respeito decente às opiniões da humanidade exige que eles declarem as causas que os levam à separação;Êîãäà â õîäå ÷åëîâå÷åñêèõ ñîáûòèé ñòàíîâèòñÿ íåîáõîäèìûì, ÷òîáû îäèí ÷åëîâåê ğàñòâîğÿë ïîëèòè÷åñêèå ãğóïïû, êîòîğûå ñâÿçûâàëè èõ ñ äğóãèì, è ïğåäïîëàãàòü ñğåäè ñèë Çåìëè îòäåëüíóş è ğàâíóş ñòàíöèş, ê êîòîğîé çàêîíû Ïğèğîäû è Ïğèğîäû Áîã äàåò èì ïğàâî, äîñòîéíîå óâàæåíèå ê ìíåíèÿì ÷åëîâå÷åñòâà òğåáóåò, ÷òîáû îíè çàÿâëÿëè î ïğè÷èíàõ, ïîáóæäàşùèõ èõ ê ğàçäåëåíèş;Kun aikana ihmisen tapahtumia, se on välttämätöntä yksi kansa liuottaa poliittisia bändejä, jotka ovat kytketty niitä toiseen, ja ottamaan joukossa valtuuksia maan erillinen ja yhtäläinen asema johon Luonnonlait ja Luonnon Jumala oikeuttavat, kunnon osalta mielipiteitä ihmiskunnan edellyttää, että heidän pitäisi ilmoittaa syyt joka pakottaa heidät erottaminen;x
form_southafrica_title;Federation of Cape Colony;Fédération de la Colonie du Cap;Föderation der Kapkolonie;Federacja Cape Colony;Federación de la Colonia del Cabo;Federazione della Colonia del Capo;Federation of Cape Colony;Federace Cape Colony;Federation of Cape Colony;Federatie van Kaapkolonie;Federação da Colônia do Cabo;Ôåäåğàöèÿ êîëîíèè Êàáî;Federation of Cape Colony;x
form_southafrica_desc;Previously governed by inept leaders, the colonies near the Cape of Good Hope have federated under one country;Précédemment gouvernée par des chefs ineptes, les colonies près du Cap de Bonne Espérance se sont fédérées dans un seul pays;Früher regiert von ungeschickten Führern, föderierten die Kolonien in der Nähe des Kaps der Guten Hoffnung unter einem Land;Wczeœniej regulowane przez nieudolnych przywódców, kolonie w pobli¿u Przyl¹dka Dobrej Nadziei federalizacja pod jednym kraju;Anteriormente gobernada por líderes ineptos, las colonias cerca del Cabo de Buena Esperanza federalizadas bajo un solo país;In precedenza governata da capi inetti, le colonie nei pressi del Capo di Buona Speranza si sono federalizzati in un paese;Korábban irányadó alkalmatlan vezetõk, a telepek közel a Jóreménység föderalizált alatt egy ország;Døíve øízené nešikovnımi vùdci, kolonie poblí mysu Dobré nadìje se federovaly pod jednou zemí;Korábban irányadó alkalmatlan vezetõk, a telepek közel a Jóreménység föderalizált alatt egy ország;Eerder beheerst door onbekwame leiders, de koloniën in de buurt van de Kaap de Goede Hoop gefederaliseerd onder één land;Anteriormente governada por líderes ineptos, as colónias próximas ao Cabo da Boa Esperança federalizaram sob um único país;Ğàíåå óïğàâëÿåìûå íåóìåëûìè ëèäåğàìè, êîëîíèè âîçëå ìûñà Äîáğîé Íàäåæäû îáúåäèíèëèñü â îäíîé ñòğàíå;Aikaisemmin säätelevät taitamaton johtajat, pesäkkeet lähellä Hyväntoivonniemen liittovaltioksi alle yhdessä maassa;x
form_madagascar_title;I Like to Move It;I Like to Move It;I Like to Move It;I Like to Move It;Quiero mover el bote;Mi piace se ti muovi;I Like to Move It;Líbí se mi to pøesunout;I Like to Move It;I Like to Move It;I Like to Move It;Ìíå íğàâèòñÿ ïåğååçæàòü;I Like to Move It;x
form_madagascar_desc;Lemurians united under our flag, the Empires in Europe should now tremble;Les Lémuriens unis sous notre drapeau, les Empires en Europe devraient maintenant trembler;Lemurianer unter unserer Flagge vereint, sollten die Empire in Europa jetzt zittern;Lemurianie zjednoczeni pod nasza flaga, imperiów w Europie powinien teraz dr¿¹;Lemurians unidos bajo nuestra bandera, los Empires en Europa ahora deben temblar;Con i lemuriani uniti sotto la nostra bandiera, gli Imperi in Europa dovrebbero ora tremare;Lemúriaiak alatt egyesül a zászló, a birodalmak Európában most remeg;Lemurijci se spojili pod naší vlajkou, øíše v Evropì by se teï chvìly;Lemúriaiak alatt egyesül a zászló, a birodalmak Európában most remeg;Lemurians verenigd onder onze vlag moet de Empires in Europa nu beven;Lemurianos unidos sob nossa bandeira, os Impérios na Europa devem agora tremer;Ëåìóğèéöû, îáúåäèíåííûå ïîä íàøèì ôëàãîì, Èìïåğèè â Åâğîïå äîëæíû òåïåğü äğîæàòü;Lemurialaiset yhtenäisenä meidän lippu, Empires Euroopassa pitäisi nyt täristä;x
the_post_colonialism_title;Post-colonialism;Post-colonialisme;Postkolonialismus;Post-kolonializm;Postcolonialismo;Post-colonialismo;Posztkolonializmus;Po kolonializaci;Posztkolonializmus;Post-kolonialisme;Pós-colonialismo;Ïîñò-êîëîíèàëèçì;Post-kolonialismi;x
the_post_colonialism_desc;Many newly settled territories want to achieve their independence;De nombreux territoires nouvellement établis veulent atteindre leur indépendance;Viele neu besiedelte Gebiete wollen ihre Unabhängigkeit erreichen;Wiele nowo osiedlili terytoria chce osi¹gn¹æ swoja niezale¿noœæ;Muchos territorios recién establecidos quieren lograr su independencia;Molti territori recentemente insediati vogliono ottenere la loro indipendenza;Sok újonnan betelepített területek szeretnék elérni a függetlenségét;Mnoho novì usazenıch území chce dosáhnout jejich nezávislosti;Sok újonnan betelepített területek szeretnék elérni a függetlenségét;Veel nieuw vestigden gebieden willen hun onafhankelijkheid te bereiken;Muitos territórios recém-instalados querem alcançar sua independência;Ìíîãèå âíîâü îáîñíîâàííûå òåğğèòîğèè õîòÿò äîáèòüñÿ ñâîåé íåçàâèñèìîñòè;Monet äskettäin ratkaistu alueiden wanna saavuttaa riippumattomuus;x
mandate_of_heaven_title;Reclaim the Mandate of Heaven;Récupérer le mandat du ciel;Erlösung des Mandats des Himmels;Odzyskaj Mandat Nieba;Reclamar el Mandato del Cielo;Riprendiamoci il Mandato del Cielo;Vissza a megbízás of Heaven;Obnovte mandát nebe;Vissza a megbízás of Heaven;Reclaim the Mandaat van de Hemel;Recuperar o Mandato do Céu;Âîññòàíîâèòü Ìàíäàò Íåáåñ;Takaisin taivaan mandaatti;x
mandate_of_heaven_desc;As the Emperor of Heaven, we are enough technologically advanced to attempt to centralize the Heavenly Kingdom under ourselves;En tant qu'empereur des cieux, nous sommes suffisamment technologiquement avancés pour tenter de centraliser le Royaume céleste sous nos mains;Als der Kaiser des Himmels sind wir genug technologisch fortgeschritten, um zu versuchen, das himmlische Königreich unter uns zu zentralisieren;Jako Imperator Niebios wystarczy nam zaawansowanie technologiczne, aby uspokoiæ nasze Królestwo Niebiañskie;Como el Emperador del Cielo, estamos suficientemente avanzados tecnológicamente para intentar centralizar el Reino Celestial bajo nosotros mismos;Come Imperatore del Cielo, siamo abbastanza tecnologicamente avanzati per cercare di centralizzare il Regno dei Cieli nelle nostre mani;Mivel a császár az Ég vagyunk elég technológiailag fejlett, hogy megpróbálja központosítása Mennyei Királyságban magunkat;Jako Nebeskı císaø jsme dost technologicky pokroèilí, abychom se pokusili centralizovat Nebeské království pod sebou;Mivel a császár az Ég vagyunk elég technológiailag fejlett, hogy megpróbálja központosítása Mennyei Királyságban magunkat;Als de keizer van de Hemel, we zijn genoeg technologisch geavanceerde om te proberen de Hemelse Koninkrijk te centraliseren onder onszelf;Como o Imperador do Céu, estamos suficientemente avançados tecnologicamente para tentar centralizar o Reino Celestial sob nós mesmos;Êàê Èìïåğàòîğ Íåáåñ, ìû äîñòàòî÷íî òåõíîëîãè÷åñêè ïğîäâèíóòû, ÷òîáû ïîïûòàòüñÿ öåíòğàëèçîâàòü Íåáåñíîå Öàğñòâî ïîä ñîáîé;Koska keisari Taivaan olemme tarpeeksi teknologisesti kehittyneitä yrittää keskittää taivaan valtakunnan alla itseämme;x
hre_NEWS_LONG;A new power in Europe has regained its ancient splendor. The Sacrum Imperium Romanium was re-united by the current Kaiser. At Aachen, historically Aquisgrana, the Emperor was crowned King of the Romans by the princes of the Empire and by the Pope, thousand years after the foundation of the empire by Charlemagne.;Une nouvelle puissance en Europe a atteint son ancienne splendeur. Le Sacrum Imperium Romanium a été ré-uni par le Kaiser actuel. À Aix-La-Chapelle, historiquement Aquisgrana, l'empereur a été couronné roi des Romains par les princes de l'Empire et par le Pape, après mille ans de la fondation de l'empire par Charlemagne.;Eine neue Macht in Europa bekam seine alte Pracht. Das Sacrum Imperium Romanium wurde durch den aktuellen Kaiser wieder vereinigt. In Aachen, historisch Aquisgrana, wurde der Kaiser als König der Römer von den Fürsten des Reiches und vom Papst gekrönt, nach tausend Jahren von der Gründung des Reiches durch Karl dem Großen.;Nowa moc w Europie ma do swojej dawnej œwietnoœci. Rzymski Imperium Imperium zosta³ ponownie zjednoczony przez obecnego Kaisera. W Aachen, historycznie Aquisgrana, cesarz zosta³ ukoronowany królem Rzymian przez ksi¹¿¹t Imperium i przez papie¿a, po tysi¹c lat od za³o¿enia imperium przez Karola Wielkiego.;Un nuevo poder en Europa ha llegado a su antiguo esplendor. El Sacrum Imperium Romanium fue re-unido por el actual Kaiser. En Aquisgrán, históricamente Aquisgrana, el Emperador fue coronado como Rey de los Romanos por los príncipes del Imperio y por el Papa, después de mil años de la fundación del imperio por Carlos el Grande.;Un nuovo potere in Europa è tornato al suo antico splendore. Il Sacrum Imperium Romanium è stato riunito dal corrente Imperatore. Ad Aquisgrana l'imperatore ?tato incoronato come Re dei Romani dai prìncipi dell'Impero e dal Papa, dopo mille anni dalla fondazione dell'impero di Carlo Magno.;Egy új európai hatalmi kapott, hogy az osi fényét. A Sacrum Imperium Romanium újra egyesül az aktuális Kaiser. Aachen, történelmileg Aquisgrana császár koronázták királlyá a rómaiak által fejedelmek a Birodalom és a pápa, ezer év után az alapítvány a birodalom Nagy Károly.;Nová síla v Evropì znovu získala svou starou krásu. Sacrum Imperium Romanium byl znovu spojen souèasnım Kaiser. V Cáchách, historicky Aquisgrana, byl císaø korunován králem Øímanù princemi øíše a papeem tisíc let po zaloení øíše Charlemagne.;Egy új európai hatalmi kapott, hogy az osi fényét. A Sacrum Imperium Romanium újra egyesül az aktuális Kaiser. Aachen, történelmileg Aquisgrana császár koronázták királlyá a rómaiak által fejedelmek a Birodalom és a pápa, ezer év után az alapítvány a birodalom Nagy Károly.;Een nieuwe macht in Europa heeft tot zijn oude pracht. De Sacrum Imperium Romanium werd opnieuw verenigd door de huidige Kaiser. In Aken, historisch Aquisgrana, werd de keizer gekroond tot Koning van de Romeinen door de vorsten van het rijk en door de paus, na duizend jaar na de oprichting van het rijk van Karel de Grote.;Um novo poder na Europa tem seu antigo esplendor. O Sacrum Imperium Romanium foi re-unido pelo atual Kaiser. Em Aquisgrão, historicamente Aquisgrana, o Imperador foi coroado como Rei dos Romanos pelos príncipes do Império e pelo Papa, depois de mil anos da fundação do império por Charles o Grande.;Íîâàÿ âëàñòü â Åâğîïå âîññòàíîâèëà ñâîå äğåâíåå âåëèêîëåïèå. Ñîâğåìåííûé êàéçåğ âîññîåäèíèëñÿ ñ Sacrum Imperium Romanium. Â Ààõåíå, èñòîğè÷åñêè Àêâèñãğàíå, èìïåğàòîğ áûë êîğîíîâàí êîğîëåì ğèìëÿí êíÿçüÿìè Èìïåğèè è ïàïîé, ñïóñòÿ òûñÿ÷è ëåò ïîñëå îñíîâàíèÿ èìïåğèè Êàğëà Âåëèêîãî.;Uusi voima Euroopassa on saanut sen antiikin loiston. Ristiluun Imperium Romanium uudelleen yhdistää nykyisen Kaiser. Aachenissa, historiallisesti Aquisgrana, keisari kruunattiin kuninkaaksi roomalaiset ruhtinaat Imperiumin ja paavin, kun tuhat vuotta luomisesta alkaen keisarikunnassa Kaarle Suuren.;x
