albanian_rename_epirus_title;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Province d'Épire;$COUNTRY_ADJ$ Provinz von Epirus;$COUNTRY_ADJ$ Prowincja Epiru;$COUNTRY_ADJ$ Provincia de Epiro;$COUNTRY_ADJ$ Provincia dell'Epiro;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincii Epirus;$COUNTRY_ADJ$ Epirus tartomány;$COUNTRY_ADJ$ provincie Epirus;$COUNTRY_ADJ$ Province of Epirus;$COUNTRY_ADJ$ Ïğîâèíöèÿ İïèğ;$COUNTRY_ADJ$ Epiruksen maakunta;x
german_rename_rhine_title;$COUNTRY_ADJ$ Province of Rheinland;$COUNTRY_ADJ$ Province de Rhénanie;$COUNTRY_ADJ$ Provinz Rheinland;$COUNTRY_ADJ$ Prowincja Nadrenii;$COUNTRY_ADJ$ Provincia de Rheinland;$COUNTRY_ADJ$ Provincia di Rheinland;$COUNTRY_ADJ$ tartomány Rheinland tartományban;$COUNTRY_ADJ$ Provincie Rheinland;$COUNTRY_ADJ$ tartomány Rheinland tartományban;$COUNTRY_ADJ$ Provincie Rheinland;$COUNTRY_ADJ$ Província da Renânia;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ğåéíëàíä;$COUNTRY_ADJ$ Rheinlandin osavaltio;x
german_rename_rhine_desc;$COUNTRY$ finally conquered the Province of Rheinland, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Rheinland, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Rheinland, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Rheinland, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Rheinland, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Rheinland, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Rheinland tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Rınsko, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Rheinland tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Rheinland, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Rheinland, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ğåéíëàíä, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ vihdoin voitti Rheinlandin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
german_veneto_title;$COUNTRY_ADJ$ Province of Venetien;$COUNTRY_ADJ$ Province de Vénétie;$COUNTRY_ADJ$ Provinz Venetien;$COUNTRY_ADJ$ Prowincja Wenecka;$COUNTRY_ADJ$ Provincia de Venetien;$COUNTRY_ADJ$ Provincia di Venetien;$COUNTRY_ADJ$ Province of Venetien;$COUNTRY_ADJ$ provincii Benátskı;$COUNTRY_ADJ$ Province of Venetien;$COUNTRY_ADJ$ provincie Venetien;$COUNTRY_ADJ$ Província de Venetien;$COUNTRY_ADJ$ Ïğîâèíöèÿ Âåíåöèÿ;$COUNTRY_ADJ$ Provincial of Venetien;x
german_veneto_desc;$COUNTRY$ finally conquered the Province of Venetien, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Venetien, pourtant les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Venetien, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Venetien, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Venetien, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Venetien, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Venetien tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Venetien, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Venetien tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Venetien, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Venetien, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Âåíåöèåí, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ vihdoin voitti Venetienin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
greek_rename_e_macedonia_title;$COUNTRY_ADJ$ Province of Anatolikí Makedonía;$COUNTRY_ADJ$ Province d'Anatolikí Makedonía;$COUNTRY_ADJ$ Provinz von Anatoliki Makedonía;$COUNTRY_ADJ$ Prowincja Anatolikí Makedonía;$COUNTRY_ADJ$ Provincia de Anatolikí Makedonía;$COUNTRY_ADJ$ Provincia di Anatolikí Makedonía;$COUNTRY_ADJ$ Anatolikí Makedónia tartomány;$COUNTRY_ADJ$ Provincie Anatolikí Makedonía;$COUNTRY_ADJ$ Anatolikí Makedónia tartomány;$COUNTRY_ADJ$ Provincie Anatolikí Makedonía;$COUNTRY_ADJ$ Province of Anatolikí Makedonía;$COUNTRY_ADJ$ Ïğîâèíöèÿ Àíàòîëèé Ìàêåäîíèÿ;$COUNTRY_ADJ$ Anatolikí Makedonían maakunta;x
greek_rename_e_macedonia_desc;$COUNTRY$ finally conquered the Province of Anatolikí Makedonía, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province d'Anatolikí Makedonía, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz von Anatoliki Makedonía, aber die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Anatolikí Makedonía, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Anatolikí Makedonía, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Anatolikí Makedonía, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította az Anatolikí Makedónia tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Anatolikí Makedonía, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította az Anatolikí Makedónia tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Anatolikí Makedonía, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Anatolikí Makedonía, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Àíàòîëèé Ìàêåäîíèà, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta voitti Anatolikí Makedónian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
greek_rename_epirus_title;$COUNTRY_ADJ$ Province of Ípeiros;$COUNTRY_ADJ$ Province d'Ípeiros;$COUNTRY_ADJ$ Provinz von Îpeiros;$COUNTRY_ADJ$ Prowincja Ípeiros;$COUNTRY_ADJ$ Provincia de Ípeiros;$COUNTRY_ADJ$ Provincia di Ípeiros;$COUNTRY_ADJ$ Province of Ípeiros;$COUNTRY_ADJ$ provincie Ípeiros;$COUNTRY_ADJ$ Province of Ípeiros;$COUNTRY_ADJ$ Provincie Ípeiros;$COUNTRY_ADJ$ Província de Ípeiros;$COUNTRY_ADJ$ Ïğîâèíöèÿ Èïåèğîñ;$COUNTRY_ADJ$ Province of Ípeiros;x
greek_rename_epirus_desc;$COUNTRY$ finally conquered the Province of Ípeiros, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province d'Ípeiros, pourtant les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Ípeiros, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Ípeiros, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Ípeiros, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la provincia di Ípeiros, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította az Ípeiros tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Ípeiros, ale místní názvy jsou pro nás zcela cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította az Ípeiros tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Ípeiros veroverd, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Ípeiros, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Èïåèğîñ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloitti Ípeirosin maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
greek_rename_n_macedonia_title;$COUNTRY_ADJ$ Province of Vóreia Makedonía;$COUNTRY_ADJ$ Province de Vóreia Makedonía;$COUNTRY_ADJ$ Provinz Vóreia Makedonía;$COUNTRY_ADJ$ Prowincja Voreia Makedonía;$COUNTRY_ADJ$ Provincia de Vóreia Makedonía;$COUNTRY_ADJ$ Provincia di Vóreia Makedonía;$COUNTRY_ADJ$ Vóreia Makedónia tartomány;$COUNTRY_ADJ$ provincie Vóreaia Makedonía;$COUNTRY_ADJ$ Vóreia Makedónia tartomány;$COUNTRY_ADJ$ Provincie Vóreia Makedonía;$COUNTRY_ADJ$ Província de Vóreia Makedonía;$COUNTRY_ADJ$ Ïğîâèíöèÿ Âîğåÿ Ìàêåäîíèÿ;$COUNTRY_ADJ$ Vóreia Makedonían maakunta;x
greek_rename_n_macedonia_desc;$COUNTRY$ finally conquered the Province of Vóreia Makedonía, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Vóreia Makedonía, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Vóreia Makedonía, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o Prowincjê Vórei Makedonía, ale lokalne nazwy s¹ nam ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Vóreia Makedonía, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Vóreia Makedonía, ma i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Vóreia Makedónia tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ nakonec dobyl provincii Vóreaia Makedonía, ale místní názvy jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Vóreia Makedónia tartományt, de a helyi nevek teljesen idegenek nekünk. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ heeft uiteindelijk de provincie Vóreia Makedonía veroverd, maar de lokale namen zijn volledig vreemd voor ons. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a Província de Vóreia Makedonía, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Voreia Makedonia, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ lopulta valloittivat Vóreia Makedónian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
greek_rename_rumelia_title;$COUNTRY_ADJ$ Province of Rumelia;$COUNTRY_ADJ$ Province de Rumelia;$COUNTRY_ADJ$ Provinz Rumelien;$COUNTRY_ADJ$ Prowincja Rumelia;$COUNTRY_ADJ$ Provincia de Rumelia;$COUNTRY_ADJ$ Provincia di Rumelia;$COUNTRY_ADJ$ Rumelia tartomány;$COUNTRY_ADJ$ provincie Rumelia;$COUNTRY_ADJ$ Rumelia tartomány;$COUNTRY_ADJ$ provincie Rumelia;$COUNTRY_ADJ$ Província de rumia;$COUNTRY_ADJ$ Ïğîâèíöèÿ Ğóìåëèÿ;$COUNTRY_ADJ$ Rumelian maakunta;x
greek_rename_rumelia_desc;$COUNTRY$ finally conquered the Province of Rumelia, yet the local names are completely foreign to us. Our bureaucrats suggested some little changes to the map.;$COUNTRY$ a finalement conquis la province de Rumelia, mais les noms locaux nous sont complètement étrangers. Nos bureaucrates ont suggéré quelques petits changements à la carte.;$COUNTRY$ eroberte schließlich die Provinz Rumelia, doch die lokalen Namen sind uns völlig fremd. Unsere Bürokraten haben einige kleine Änderungen an der Karte vorgeschlagen.;$COUNTRY$ ostatecznie podbi³o prowincjê Rumelia, ale lokalne nazwy s¹ dla nas ca³kowicie obce. Nasi biurokraci zaproponowali kilka drobnych zmian na mapie.;$COUNTRY$ finalmente conquistó la Provincia de Rumelia, sin embargo, los nombres locales son completamente ajenos a nosotros. Nuestros burócratas sugirieron algunos pequeños cambios en el mapa.;$COUNTRY$ ha finalmente conquistato la Provincia di Rumelia, tuttavia i nomi locali ci sono completamente estranei. I nostri burocrati hanno suggerito alcune piccole modifiche alla mappa.;$COUNTRY$ végül meghódította a Rumelia tartományt, de a helyi nevek teljesen idegenek számunkra. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ koneènì dobyl provincii Rumelia, ale místní jména jsou pro nás úplnì cizí. Naši byrokraté navrhli nìkteré zmìny na mapì.;$COUNTRY$ végül meghódította a Rumelia tartományt, de a helyi nevek teljesen idegenek számunkra. A bürokráciánk néhány apró változtatást javasoltak a térképen.;$COUNTRY$ veroverde uiteindelijk de provincie Rumelia, maar de lokale namen zijn voor ons volkomen vreemd. Onze bureaucraten stelden enkele kleine wijzigingen in de kaart voor.;$COUNTRY$ finalmente conquistou a província de Rumelia, mas os nomes locais são completamente estranhos para nós. Nossos burocratas sugeriram algumas pequenas mudanças no mapa.;$COUNTRY$ îêîí÷àòåëüíî çàâîåâàëà ïğîâèíöèş Ğóìåëèÿ, íî ìåñòíûå èìåíà ïîëíîñòüş ÷óæäû íàì. Íàøè áşğîêğàòû ïğåäëîæèëè íåêîòîğûå íåáîëüøèå èçìåíåíèÿ íà êàğòå.;$COUNTRY$ vihdoin valloitti Rumelian maakunnan, mutta paikalliset nimet ovat täysin vieraita meille. Meidän byrokraatit ehdottivat pieniä muutoksia kartalle.;x
greek_rename_s_macedonia_title;$COUNTRY_ADJ$ Province of Nótia Makedonía;$COUNTRY_ADJ$ Province de Nótia Makedonía;$COUNTRY_ADJ$ Provinz von Nótia Makedonía;$COUNTRY_ADJ$ Prowincja Nótia Makedonía;$COUNTRY_ADJ$ Provincia de Nótia Makedonía;$COUNTRY_ADJ$ Provincia di Nótia Makedonía;$COUNTRY_ADJ$ Nótia Makedónia tartomány;$COUNTRY_ADJ$ provincie Nótia Makedonía;$COUNTRY_ADJ$ Nótia Makedónia tartomány;$COUNTRY_ADJ$ Provincie Nótia Makedonía;$COUNTRY_ADJ$ Província de Nótia Makedonía;$COUNTRY_ADJ$ Ïğîâèíöèÿ Íîòèÿ Ìàêåäîíèÿ;$COUNTRY_ADJ$ Nótia Makedonían maakunta;x
